texts,data_labels
[الجوائح الكبرى الي تواجه الشعوب، فما فئات اجتماعية و مهنية، يرجعلها دور جنود المشاة و التضحية دفاعا شعوبها],0
[الحروب، تكون الجيوش و الامن الواجهة، شفنا احنا وضعيات العمليات الارهابية فما جنود و امنيين و حرس، لحظة معينة، كان بينهم و ارواحهم عندهم خيار الاختباء و القتال و الموت، و واصلو القتال دفاعا تونس، و استشهدوا فداءا لها],0
[المرة هذي، جنود المشاة، باش يكونو اعوان الصحة بجميع انواعهم، و مصير شعب كامل متوقف نتيجة معركتهم ضد الوباء المعركة المباشرة، فما زادا جنود خفاء اخرين يعتمد عليهم النصر المعركة القادمة],0
[انا كمواطن علاقة بهاته الفئات كيفاه لازمني نتصرف؟ شنوا معناها تضامن؟],0
[اولا، لازمني نعمل المستحيل باش نعاون جنود الواجهة، اعوان الصحة، نعطيهم الاولوية شي، و خاصة، وسائل الوقاية، الي يقدر يشري الوسائل و يعطيها لاي عون صحة اونتوراجو، يوخرش نعطيوهم الاولوية شي، النقل، الصف العطار، نعطيو الاولوية لعايلاتهم، نعاونوهم قضيان شؤونهم و نوصلولهم الي محتاجينو اذا ولدهم او بوهم او بنتهم او امهم خط المواجهة هكا نحسسوهم اننا واعيين بتضحياتهم، و انو تضحياتهم اجل الشعب يقابلهم اهتمام و رعاية لاهلهم الطريقة الوحيدة لدفعهم للتضحية، الطريقة الوحيدة لجعل لتضحيتهم معنى],0
[نفس الكلام ينطبق فئتين اخرين],0
[- سواق نقل البضائع بجميع انواعهم و عمال الموانئ و المطارات و عمال الشحن اي مكان، هاذم باش يمثلو اهم عنصر حال وصلنا لوضعية البقاء الديار، هاذم باش نستحقولهم بشكل كبير جدا، باش البلاد تتقطعش و التزويد بالمواد الغذائية و المحروقات ياقفش، هاذم ايضا لامنا نتصرفو اساس عايلاتهم هوما عايلاتنا، و اعطاءهم الاولوية توفير شي ينجم يوفرو رب العايلة الي موجود عايلتو],0
[- عناصر الامن و الجيش، الي تفرضت الناس الكل البقاء ديارهم، هوما باش يبقاو الشارع و الحدود، عايلاتهم، هوما اول هاجس ليهم، و احنا الي مسؤولين عليهم، الي يعرف حد اونتوراجو منهم، عايلاتهم مسروليتنا],0
[فما برشا فئات مهنية اخرى مهمة جدا المرحلة القادمة، و الواقع، امكانو باش يخدم، لازمو يخدم، خاطر اي عمل، راهو بالنهاية مساهمة المجهود الوطني لمقاومة الوباء بطريقة مباشرة او مباشرة الثلاثة فئات الي ذكرناها، اول فئات الواجهة، و باش تواجه فعلا خوف، لازمهم يعرفو انو شعبهم معاهم و عايلاتهم، خااصة عايلاتهم],0
[جمعتين لتالي، قبل يظهر للعالم هول الشي القادم، هبطت ستاتي الدكتور حاتم الغزال الي يطالب بغلق شي خاطرنا قادرين مكافحة الوباء، وقتها برشا اتهمونا بالتهويل و الحال الان هاكم تشوفو اعتى دول العالم],0
[الصفحة عمرها كان عندها هدف اي نوع تونس، عملتها، عملتها لتونس، و واصلت جهدي و وقتي لتونس فقط، عمري نهار لوجت عدد الي يتبعو (عندها عشرة سنين تقريبا وصلت 100 الف بالروح😁)، قمعت نقدر اي ميولات سياسية عندي و خليتها بعيد، علاقة باي حزب او مال او اعمال],0
[حاليا نشوف خطر كبير قادم البشرية بكلها، عندي خيار الصمت و عدم المجازفة بالمصداقية، او التصريح بكل نراه نعمل المستحيل للتثبت مصداقيتو (و نأكدلكم اني و الحمدولله بفضل امي و بابا الي قراوني عندي يكفي الكفاءة باش نتبين الصحيح الغالط و نهبط الا متأكد منو 100%)، و نتحمل اي كلام جارح التهويل او البحث الbuzz],0
[الاخير، قررت قول اعتقد انو صحيح التثبت مصادر عدة و خلي يصير الي يصير المهم نحط راسي المخدة، نحس روحي عملت الي نقدر لبلادي],0
[خير توانسة],0
[ربي يحفظ بلادنا رانا وحدنا، و نمنعو الا بعضنا],0
[تقديرات عشرة خبراء عينهم ماكرون نهار الاربعاء الي فاتت لتقييم الخسائر البشرية المتوقعة فرنسا],0
[اسمعوني مليح توانسة],0
[احسبوها بالعقل],0
[- اذا تهويل و طلع تهويل صحيح، انت ربحت خفت و طبقت الاجراءات الحكومية باش تحمي روحك و تحمي العزاز],0
[- اذا تهويل و التهويل طلع غالط، انت ربحت شي، خسرت شي زادا],0
[نهار الاربعاء الي فاتت، الرئاسة الفرنسية طلبت فريق يتكون 10 خبراء البيولوجيا و الطب و الاحصاء، باش يعطيوه تقييم للخسائر البشرية حال يتمش تطبيق اجراءات وقاية و عزل صارمة جدا، التقييم تحصلت جريدة lemonde الفرنسية و نشرتو اليوم],0
[صورة الاستهتار و عدم اتخاذ و تطبيق الاجراءات، فإنو الخسائر اتعس سيناريو ةبائي باش تكون وفاة 300 الف و 500 الف فرنسي، و أوج الوباء، لازم يكون ذمة المنظومة الصحية الفرنسية 30 الف و 100 الف غرفة انعاش لمواجهةكورونا فقط],0
[فرنسا، الي عندها افضل المنظومات الصحية العالم],0
[https//wwlemondefr/planete/article/2020/03/15/coronavirus-les-simulations-alarmantes-des-epidemiologistes-pour-la-france_6033149_3244html?utm_campaign=Lehuit&utm_medium=Social&utm_source=Facebook],0
[تونس اذا نواصلو استهتارنا، ريي يقدر الخير و اكهو],0
[السيناريو الوحيد الي الناس تنجم تفهم بيه بطريقة محسوسة و الي انجمو نوصلولو اذا واصلنا الاستهتار، قريتو فايسبوك، و مرعب و واقعي جدا حسب رايي],0
[عندك شكون عائلتك مرض برشا و وصل مرحلة حرجة، تطلب الاسعاف يجاوبوكش، تخرج تلوج تاكسي باش توصلو للسبيطار تلقاش، الاخر اتدبر وسيلة نقل، تمشي للسبيطار، يقولولك فماش بلاصة، معبي، تتعدى للكلينيك، كيف، complet نفس الاجابة ؛ عندنا نعملولو، هز روح بيه، ريي يفرج تروح بيه و تغزرلو يموت قدامك، و الواقع انت قتلتو، انت الي عديتو، خاطر رفضت اتطبق اجراءات بسيطة، و تمسخرت و حبيتش تفهم],0
[مأساة تونس، اننا انجموش نبطلو الخدمة، اذا نبطلو الخدمة، نموتو بالجوع اصلا لذا يهديكم، الالتزام بالاجراءات الرسمية و خااصة، التضامن، باش نمنعو، فقط التضامن و عدم اتباع منطق نفسي نفسي ترحم مات خاطر وقتها الموت باش يمس الناس الكل],0
[الله يحفظ تونس، توانسة فيقو، توانسة خافو، خاافو، الي خاف سلم],0
[نشوف برشا نوامر SMS تدور لمساعدة مجهود تونس مقاومة كورونا],0
[و نشوف خاصة رغبة صادقة برشا عباد انها تعاون بلادها],0
[نردو بالنا، ساعة لتالي، وزير الصحة قال سيقع تمكين  يعني المستقبل يعني لحد الان فما وسيلة رسمية تم الاعلان عليها لذا نردو بالنا و نطيحوش اي فخ تنصبه النفوس المريضة نعرفش، النومرو الي قاعد يدور توا صحيح و الا غالط، ممكن الاعلان فقط مازال تمش، الرقم صحيح، و الناس عرفاتو قبل يتم الاعلان عليه، بوادر فوضى عارمة التنسيق مختلف المتدخلين، تبشرش بخير قيادة الازمة],0
[طريقة مساعدة تونس مواجهة الكارثة مازال تمش الاعلان عليها و الاعلان سيصدر الهيئات الرسمية و طرف وسائل اعلام مصداقية],0
[حاليا، طريقة مساعدة ارواحنا الوحيدة، الالتزام بقرارات الدولة و التصدي قدر الجهد لكل جراثيم الاستهتار و الجهل],0
[الناس الي تطلب مني نحكي الاثار الاقتصادية لكورونا تونس، راسي و عيني، تبقى لازمنا نفهمو زوز حاجات],0
[اولا، تونس وضعية واحد معرض لخطر الموت اليوم، و عارف عندو مشاكل مادية كبيرة باش تجيه غدوا اي منطق عقلاني يقول انو الاولوية التفكير كيفاش نمنعو الموت اليوم، و التفكير شنوا باش يصير غدوا يصبح نوع الرفاهية التافهة احنا قادمين وضع خطير جدا، و الوضع يصبح اخطر جراثيم الاستهتار (الي موجودة الشعوب، و عندنا بشكل اكبر للاسف) ترفض الالتزام بالاجراءات الي تعملها السلطات، الوضع يصبح اخطر، نقابلو اي اجراء بتهكم و بمزيد تطييح ثقة التوانسة قيادتهم وقت الازمات و اول مسؤول الحكايات حسب رايي، الناس الواعية الي تتكلمش و توعيش محيطها، الناس الواعية الي تسكت، سبب الخراب الاصلي فما تفصيل بسيط نحب نقولو موضوع الحجر الصحي المنزل، انانية البشر ممكن تخليه يقول ما يهمنيش، انا ديجا مشكوك مرضي، دونك ان شاء الله تخلى انا مستغرب كيفاه الومضات التحسيسية تفيقوش انو حظوظ مداواتو و منعانو الموت بيدو، تقل برشا كثر عدد المصابين، خاطر اكبر سبب الوفايات بكورونا موش الفيروس، كثرة عدد المصابين فترة قصيرة، الشي الي يخلي عدد غرف الإنعاش كافي لانقاذ الناس الكل قولولو انو خروجو و عدوتو لغيرو، بكل بساطة ترفيع كبير حظوظ وفاتو، توا يترص],0
[الحاجة الثانية الي تخليني نرفض الحديث الموضوع الجانب الاقتصادي، شبه استحالة تقييم الاثار او التنبؤ بمداها، الوضعية عرفتهاش البشرية الانفلوانزا الاسبانية عام 1918 حد يعرف حجم الخراب الاقتصادي الي باش يعملو الفيروس خاطر بكل بساطة منظمة الصحة العالمية تعرفش وقتاش يوفى العالم او وقتاش يلقاولو تلقيح الشي المؤكد اليوم، انو الاثر باش يكون مأساوي، لانو فما قطاعات ظاهر باش تتخرب، اولها السياحة طبعا، و المؤكد ايضا، انو القطاعات تونس باش تتمس خاطر الي باش يتضرب الاستهلاك، قلة الاستهلاك يعني تجارة كاسدة، يعني بطالة التاجر و صناعو، و تجارة كاسدة يعني عادش طلب المصانع بجميع انواعها، يليه صعوبات للشركات، يليه عدم قدرة سداد ديونها للبنوك، يليه عجز البنوك تمويل شركاات اخرى و تمويل الفلاحة، و تمويل الدولة، و شيئا فشيئا تكبر كرة الثلج، بطالة فقر المستوى الداخلي فين الاستهلاك يشكل محرك اكثر 60% منتوجنا الداخلي، الاخطر المستوى الدولي و كساد اقتصادات البلدان الي نصدرولها، هذيكا ايضا باش يتضرب الاستهلاك، و نقص الاستهلاك يعني نقص طلب منتوجاتنا الي نصدروهالهم، و تتضرب ايضا ماكينة التصدير اهم مصدر للعملة الصعبة لبلادنا، يليه صعوبة توفير اهم المواد الخارج كيما الادوية او المحروقات او القمح او التجهيزات و غيرهم، لذا جيت مكان الحكومة، كنت نوجه طاقاتي لحماية الشركات المصدرة و التصدير عواقب الكارثة سيناريو اسود؟ صحيح، لكنو وارد، قلت وارد و قلتش مؤكد، خاطر حد، حد ينجم يتنبأ مسبقا بحجم الهول الاقتصادي سنواجهه والله صدقوني الموضوع تالمون معقد، لدرجة اني نسمع الي يتفافاو نقعد نضحك وحدي حاليا نعرفو حاجة برك الاثار ستكون وخيمة، و الشي الوحيد الي انجمو نعملوه، حساب الخسائر تصير، و شخصيا، نعطي الثقة خبراء وزارات المالية و البنك المركزي لمحاولة تخفيف الخسائر بلاإجراءات الي قدؤة تونس و وضعها و حالة حرب ],0
[نرجع للاهم، الاهم حياتنا اليوم الصباح هبطت تصويرة علم تونس و حكيت التضامن برشا كالعادة عجبتهمش و قالك شعارات (على اساس يتوقعو صفحة فايسبوك باش تاخو قرارات تفرضهم الدولة و تحل بيهم المشكل) الي حبيت نوصلهولكم توانسة، اننا المرة وحدنا، اذا قبل عندنا امل مساعدة خارجية، المرة هذي، دولة العظمى لاهية همها، (ايطاليا طلبت مساعدة دول الاتحاد الأوروبي، قالولها ربي معاك)، المرة وحدنا توانسا، و صدقوني، اذا نفهموش انو نجاتنا مرتبطة بتفكيرنا كوحدة متضامنة، فلن ننجو المأساة، الا بخسائر بشرية مرعبة، معركتنا التالية الفيروس باش يضرب عدد كبير، مفر ذلك، الي يعمل الفارق، ترى العدوى تصير فترة طويلة او قصيرة، اذا عدد المرضى يتقسم فترة طويلة (و يصير الا بمجهودات حذر و وقاية جبارة)، المنظومة الصحية تنجم تقاوم و سنحد الخسائر البشرية، و اذا يتمش احترام الاجراءات الحكومية، و تصير عدوى كبيرة وقت قصير، منظومتنا الصحية ستنهار و الموتى باش يكونو الاف  تذكرو، و ذكرو، الراية متاع تونس تجمعنا، و اذا تعاوناش و سعيناش و دفعناش لتطبيق اجراءات الوقاية بكل قوة و صبر، سنضيع],0
[اخيرا يالي تقرالي، يالي واعي و فاهم رهانات المرحلة، انت اول سبب الخراب اذا تسكت، اذا توعيش، اذا تتحركش و تدفعش اونتوراجك للتحرك الاتجاه الصحيح],0
[ربي يحفظ تونس،],0
[اوافقه تماما، نتمنى مسؤولينا يفهمو ان التدرج مجرد تأجيل و تضخيم للاثار الاقتصادية المستقبلية ],0
[كتب الدكتور حاتم الغزال استاذ طب تونسي بالمستشفى العسكري بالرياض],0
[اصبحت اليوم كامل ايطاليا حالة شلل تام و السلطات تطلب المواطنين البقاء منازلهم نفس الشيء سيحصل بقية اوروبا أسبوع و حصل الصين شهرين و كوريا شهر],0
[لمذا وصلوا الى المرحلة ؟],0
[وصلوا الى المرحلة لانهم ببساطة طبقوا بطريقة غبية التوصيات المعتمدة عادة مجابهة الأخطار و تعتمد التدرج المرحلة 1 الى 2 الى 3 حسب تطور عدد الحالات التدرج التعامل الوباء الحالي اثبت عدم جدواه البلدان طبقته و لذلك عدة دول اختارت الأسبوع الماضي الانتقال مباشرة الى المرحلة 3 و بعدها رغم الأضرار الاقتصادية تنجر عنها و الأضرار المدى المتوسط و البعيد اقل بكثير أضرار الوصول الى حالة الشلل الكامل أجل قررت السعودية مثلا منع العمرة و تدر المليارات يوميا و تشغل عشرات الآلاف و قررت الإمارات إلغاء اكثر 50 مؤتمر دولي و تضاهرة رغم ان اقتصادها يعتمد اساسا مثل الخدمات و قررت 17 دولة وقف الدراسة و اشكال التجمعات و تزال يسمى المرحلة 1],0
[الحكومة التونسية تتعامل الوضع بنفس الطريقة الأوروبية الخاطئة و تتبع اتباعا أعمى سياسة المراحل ستوصلنا الى نفس الكارثة و بامكانيات مواجهة اقل بكثير أوروبا],0
[اوقفوا حالا المدارس و اشكال التجمعات و اكبحوا الى اقصى درجة ممكنة التنقلات و الى الخارج و اجبروا القادمين الدول ال20 الاكثر خطرا القيام بالتحليل الجيني لكورونا قبل قبولهم متن الطائرات و اجبروا بقية الوافدين اتباع الحجر الصحي كانت الدولة القادمين و اوقفوا صلاة الجمعة و امنعوا الشيشه بالمقاهي و اغلقوا قاعات الرياضة و السنما و ملاهي الأطفال و امنعوا الرحلات الترفيهية الداخلية و تأجير الحافلات السياحية خلال شهر  تكون نهاية العالم فعلتم و سيكون افضل بكثير ان تغلق الإدارات و المصانع و الشركات و البنوك و المقاهي و المطاعم و تجلسوا بيوتكم بداية الشهر القادم],0
[https//mfacebookcom/storyphp?story_fbid=10221748022159773&id=1532560028],0
[اكثر حاجة سمعناها الثورة (خاطرها فكرة ساهلة و تستحقش برشا معرفة) ضرورة تنويع الاسواق متاع تونس و التوجه افريقيا أساسا خرافة سمعناها الناس الكل بدون استثناء],0
[توا سنوات، فما عمل كبير صار افريقيا لبناء منطقة تبادل تجاري حر افريقيا، و شيئا فشيئا بدات الفكرة تتكرس و تخلقت البوادر الاولى لمنظمة التبادل التجاري الإفريقي الحر],0
[الفكرة تقوم زوز مبادئ أساسية],0
[1- خفض تدريجي لمعلوم الديوانة السلع الافريقية الي يتم تبادلها الدول بنسبة 90% عشرة سنين],0
[2- توحيد الموقف التجاري و الديواني التعامل الدول و المنظمات الي تحب تتعامل الدول المنضوية تحت منطقة التبادل الإفريقي الحر],0
[الجمعة الي فاتت مجلس نوابنا الموقر، تم رفض المصادقة اتفاقية الإنضمام الى منطقة التبادل الحر الافريقية، 28 دولة ديجا فاتونا، و احنا هانا قاعدين],0
[المخزي، انو عديد الاحزاب الي نفختنا بضرورة تنويع معاملات تونس و التوجه الى افريقيا، تميزت بغياب نوابها التصويت، و نواب احزاب و كتل اخرى، رفضت المصادقة اصلا و احتفظت بصوتها او جاتش اصلا، و هوما بيدهم، توا يخرجولنا الاعلام يحدثونا اهمية افريقيا يعني ناس تعمل السياسة اي تقدير لمصلحة بلادهم ناس تعارض الحكومة تضر بلادها طبعا باش نلقاو عبيد الاحزاب يعطيونا نظريات عدم جاهزية تونس للتبادل الحر (يعني 20 سنة التبادل الحر أوروبا، ظهرنا موش جاهزين لافريقيا) و يهمهش انو الحكاية باش تصير عشرة سنين، و فما زادا عباقرة يقلك التبادل الحر موش باهي اصلا، اساسا سوق تونس 300 مليون رقبة و تسمح بتكوين اقتصاد قوي يتعامل حد],0
[الجدول الموالي، يعطينا شكون صوت و شكون ضد],0
[افلاس لبنان],0
[رسمي الحكومة اللبنانية تعلن لحظات افلاسها و عجز لبنان خلاص قسط ديون واجب خلاصه يوم 12 مارس],0
[العاقبة الفورية لهذه الوضعية ستكون انهيار بأكثر ب40% لسعر الليرة اللبنانية مقابل الدولار، و ارتفاع اكبر و فجئي الاسعار و ارتفاع نسبة الفقر الى اكثر 50% (35% حاليا) الشعب اللبناني قادم ايام سوداء ربي معاهم مساكن],0
[سنعود للموضوع بتفاصيل الفلاقي قريبا],0
[حسب موزاييك، الجرثومتين الارهابيتين نفقت (فعل يصف موت الدواب و الهوائش) العملية التفجيرية البحيرة 2],0
[الجرثومتين نفقت],0
[البشر، عندنا استشهاد أمني تونسي دفع دمه اجل شعبه (ربي يرحمو و يصبر عايلتو) و عندنا 4 امنيين توانسة و مواطنة تونسية اصاباتهم متفاوتة رب احفظهم و اشفيهم],0
[التمثيلية الديبلوماسية تكون مستهدفة بالعملية، يطلها اي مكروه و بعيد جدا],0
[تونس و رجال تونس قادرين تأمين ممثلي و ضيوف العالم شبر ارضنا],0
[تحيا تونس مقبرة جراثيم الدم],0
[الهلع و الحديث الاختصاص يقتلانا قبل كورونا],0
[الكل يبارتاجي و الكل يصرح و الكل يحلل حالات كورونا و خطورة كورونا و طريقة التعامل كورونا و الكل يفتي و يعطي رايه قرارات السلطات حول كورونا، الكل يشكك اي قرار او تصرف، و اسهل طريقة للهزيمة امام كورونا],0
[Les réseaux sociaux ont donné le droit à la parole à des légions dimbéciles qui avant ne parlaient quau bar et ne causaient aucun tort à la collectivité On les faisait taire tout de suite Aujourdhui ils ont le même droit de parole quun prix Nobel],0
[Umberto Eco],0
[الحرية الفايسبوك، تساوت قيمة الخطابات رغم اختلاف أصحابها؟],0
[انتهى العصر الجميل لعشقنا للملابس الجاهزة، و الأكلات الجاهزة، و بدأ عصر مرعب اضفنا سبق، عشقنا للافكار الجاهزة، نعشق سريع التحضير و سيئ التحضير، استعمال واحد، نثرثر، نتسابب، ننتفض، ننسى الى ان نعيد الكرة الامر و الاخطر مررنا للافكار الجاهزة، تساوي قيمة الخطابات كان قائلها (و اتحدث الجدران الشخصية للمواطن العادي، الصفحات كانت، و جدران الاشخاص المعروفين سياسيا او ثقافيا او مدنيا او رياضيا او صحافيا)، تفاهة حول كورونا او حول الإصابات بكورونا، تنشر اي صفحة او واحد هؤلاء، تصبح حقيقة العديدين و تبنى عليها مواقف جزء الراي العام حرية؟ معدن؟ مادة؟ عمق؟ مازالت حرية تعبير؟],0
[الموضوع مطروحا تونس فقط، المستوى العالمي، أتت شبكات التواصل الاجتماعي، يمثل منعرجا جبارا تاريخ البشرية، اذ لأول مرة، خرجت صناعة الراي العام أيدي النخبة (ثقافية، اقتصادية، إعلامية، ايديولوجية اي نخبة) او السلطة، لتصبح الشعوب الامر ظاهره ايجابيات صرفة، و باطنه محيط مرعب تختلط الحقيقة بالخبال و الخيال، لان الكل اصبح يفتي شيء، و الكل يتأثر بكل شيء، وضاعت الحقيقة و المبادئ الي يفترض ان تكون الدفة العليا لتوجيه الراي العام نعم، عبر تاريخ البشرية، النخب و السلط اقترفت و ستتقترف مستقبلا خيالا و خبالا لتوجيه الراي العام، الفرق هنا، ان السلط الغاشمة ينتهي الامر الى فقدان مصداقيتها امام شعوبها قالت، فضلا ان الباحث التاريخ البشري، يعلم مصدر الخيال و الخبال، و عاجلا ام آجلا، المصدر يحاسب شعبيا او تاريخيا],0
[مأساتنا اليوم، ان المصدر مبني للمجهول، ان الا تراكمات و توجهها قذارة لوبيات ايديولوجية او دينية او سياسية او إقتصادية او جهوية او قطاعية، تؤثر الرأي العام كله، لكنها تشتته، و تمنع اجتماعه البديهيات المبدئية كحقوق الانسان و الوطنية و حتمية البناء الجماعي],0
[حتمية البناء الجماعي مربط الفرس، ان يحصل الان فوضى اعلامية (بالمعنى الحرفي للكلمة و بمعناها المهني)، يمثل عقبة مرعبة امام حتمية البناء الجماعي يستحيل راي عام متفق غالبيته القصوى البديهيات المبدئية، يستحيل نتجاوزو ازمة كورونا بالطريقةهذي ],0
[انا ادعو لحل معين لهذه المعظلة، لانني اعلم حلاانا فقط ادعو ان نقف و نفكر، لان يحصل الآن طريق سيارة تدميرنا الذاتي],0
[27 جدد، 623 جملة، 25 متعافي فقط و 23موتى],0
[نداء لوزارة التجارة و المتعاملين الاقتصاديين و البنك المركزي و وزارة الصناعة],0
[الحرب الدول توا الكمامات، احنا عندنا طاقة انتاج كبيرة الخياطة، لكن، المشكل الجاي، باش يكون النسيج كمادة اولية، و منتوج مسيطرين الهند و الصين، سيبونا حرب شراء الكمامات، انجموهاش ماديا لوجيستيا مقارنة بالدول العظمى، اعملوا خطوة استباقية و ركزوا استيراد النسيج الخاص بصناعة الكمامات او القطن الاقل قبل تشعل حرب اخرى الدول],0
[596 حالة، أغلبهم حالات تعداو تونس ناس علاقة بالخارج الوباء قاعد ينتشر بشكل مخيف، و استهتارنا بالحجر الصحي الارادي، باش يهزنا لحجر الرعب المستهترين توا، راكم باش تشدو دياركم وحدكم وحدكم بالرعب كالفئران تشوفوا الموت الزاحف مكان حولكم بلاد وقفت اقتصاديا و باش تعاني الامرين افلاس و فقر، و اي إستفادة صحية التعطيل، الله يقدر الخير اخرتها شنوا، و الناس تحوس و تخرج، شايخين بفصعة الخدمة عندنا مشكل كبيير سواء الامن و الجيش الي فرضتش الحضر، او الي يعطيو فيهم التعليمات],0
[تطور الاصابات بفيروس كورونا حسب الولاية 01 مارس الى 03 افريل],0
[هيا نرجعو نتلاهاو بحالنا انتظار تتوضح حكاية الطيارة الي خرجت و رجعت فارغة],0
[الوضع الوبائي اليوم تونس وصلنا 574 حالة],0
[كالعادة، و كيما بلدان العالم، عدد الاصابات يعني شي مقارنة بحقيقة تفشسي الفيروس بإعتبار انو اغلب المصابين بيه يبراو اعراض بسيطة],0
[احنا تونس، مشكلتنا الاكبر و الي عليها نقد و كلام، عدد التحاليل، خاصة نقارنو بالدول العظمى، صحيح، عدد التحاليل شوية، الي يطمني شوية، انو نسبة المصابين عدد التحاليل كبرتش، و الي يطمن اكثر النسبة هذي، انو التحاليل الي نعملو موش عينات عشوائية ناس تعرضو لامكانية العدوى، يعني حظوظهم كبيرة يكونو مرضى، و رغم النسبة كبرتش],0
[بالنسبة لعدد التحاليل، انا نقارنش فرنسا و المانيا و اليابان],0
[طليت جيراننا المغرب (الصفحة الرسمية لرئيس الحكومة المغربي)، الي وضعهم الاقتصادي خير منا باارشا، نلقاهم عاملين لليوم 4499 تحليل فقط، فاقو ب990 حالة، ماتولهم 69 بشر،],0
[أحنا عملنا 7145 تحليل (اكثر مرة و نصف المغرب)، طلعولنا 574 حالة، ماتولنا 22 بشر],0
[نعاود رانا منعناش، راهو سرعة انتشار الفيروس مرعبة، رانا حول و لاقوة اذا ينتشر بشكل كبير نضيعو، ، توانسة رانا وحدنا، توانسة راهو الدواء و وسائل الوقاية رانا وحدنا، راهي ازمة عالمية متاع ذراعك علاف، و احنا عندناش قوة فلوس],0
[شيئا فشيئا، العالم يكتشف الخراب تسبب تعتيم النظام الصيني حقيقة الخراب و الضحايا الي يتسبب فيهم فيروس كورونا الجديدة],0
[خدعة قاتلة نظام شمولي، باش تؤدي لعشرات الاف الضحايا حول العالم],0
[الحكاية هبطناها نهار 7 فيفري الماضي، و يبدو انها الا الشجرة تحجب غابة بدا يكتشف العالم],0
[الحقيقة اهم العدالة],0
[الدكتور الصيني -لي وانليانغ-],0
[30 ديسمبر 2019],0
[الطبيب الصيني -لي وانليانغ- يدق اجراس الانذار زملائه حول وفاة 7 عمال سوق حيوانات مدينة -يوهان- بفيروس تشبه اعراضه اعراض مرض -SRAS- الخطير],0
[01 جانفي 2020],0
[الشرطة الصينية ب-يوهان- توقف الطبيب ستة زملائه بتهمة نشر اخبار زائفة و تهديد الامن العام],0
[03 جانفي2020],0
[الدكتور -لي وانليانغ- يجبر امضاء اعتراف بأنه],0
[ازعج الامن العام و انه واعي ان العود سيكلفه تتبعات جنائية],0
[12 جانفي 2020],0
[ارتفاع حرارة الدكتور -لي وانليانغ- و دخوله للمستشفى],0
[20 جانفي 2020],0
[اكبر قمة طبية الصين، الدكتور-زهونغ نانشان- بعلن ان الفيروس خطير و ينتقل البشر، نفس اليوم، الرئيس الصيني يعلن حالة الطوارئ و يحرك طاقات الصين لمواجهة الوباء متأخر جدا للاسف],0
[28 جانفي 2020],0
[قاضي المحكمة الصينية العليا يكتب حتى و يكن الفيروس مرتبطا بفيروس SARS، كان الافضل التسامح فعله الدكتور -لي وانليانغ-، كان الافضل ان يصدق الناس الاشاعة و يأخذو حذرهم],0
[29 جانفي 2020],0
[الشرطة الصينية ب-يوهان- تقول انها توقف الاطباء السبعة، تم استدعاءهم للنقاش معهم],0
[30 جانفي 2020],0
[الصحيفة الصينية الكبرى Global Time تنشر حديثا لكبير اطباء الصين -زهانغ نانشان- يقول انه كان علينا شكر الأطباء بحرارة لبعد نظرهم],0
[نفس المقال بنفس الصحيفة، تعليق للدكتور -لي وانليانغ- يقول الحقيقة اهم العدالة],0
[07 فيفري 2020 الثالثة صباحا],0
[وفاة الدكتور -لي وانليانغ- متأثرا بإنفلوانزا كورونا الجديد، المرض كان اول كشف خطورته، شياع الخبر مواقع التواصل الإجتماعي الصينية موجة عارمة التعاطف الشعبي و الاستنكار و المطالبة بالاعتذار للطبيب و استقالة المسؤولين المحليين ب-يوهان- السلطات الصينية تكذب الخبر مرحلة اولى تؤكده ااساعة الرابعة صباحا],0
[المنظمة العالمية للصحة تعلن حزنها الشديد لوفاة الدكتور -لي وانليانغ-],0
[عاشت الانسانية كانت، فرق بشر و آخر الا قدم للبشرية جمعاء],0
[تحية لكل طبيب العالم، تحية لكل طبيب تونسي، تحية لكل طبيب داخلي و مقيم مستشفياتنا العمومية، تحية للشباب الداخليين و المقيمين، جنود مشاة صحتنا العمومية يعانون الاهوال ظروف مرعبة و منهكة],0
[القصرين فتح بحث تحقيقي ضد العائدين الدول الأوروبية والموبوءة],0
[ماتبديش تغردي علينا برك الحمدلله],0
[6 تونس الكبرى و بعدها اريانة الي تبعدش علاها برشا و مازلتو تعرفوش يعني لازم يكونوا بالالاف باش تفهموا🤨],0
[انهار مغلڨ ماترتاحو كان ننقرضو],0
[العزوزة هازها الواد وهي تڨول العام صابة لاحول الله],0
[كان مش حالين الطيران والبواخر راهو ماوصلنا شي ولباس اش نقولو ربي يهدي الجميع وان شاء الله تكونو واعيين وتخممو اولادنا واطفالنا خاطر الناس الراشدة ينجمو يستحفظو الاطفال ابرياء ومايعرفوش كونو واعيين وخممو امهاتنا وابائنا راهم كبار واغلبهم عندهم امراض مزمنة يهديكم],0
[خاطر كورونا يخرج 4 تاع لعشيه و يبدا يتهومل بلاصا لبلاصا للصباح اكا علاش D],0
[نسمة لاباس ؟؟],0
[بؤرة الفيروس الرحلات الدولية],0
[اقسم بالله نسمة وين تغرد حاجة تصير 😒😒],0
[زيدي نقي علينا ناقصين],0
[فال الله فالك 😠😠],0
[رؤوسكم اا نسمة راكي تويبتيناا],0
[عيطو علينا كيما ليبيا],0
[وأنت شنوى تحبي نسمة 🤔],0
[مجلس النواب البؤرة],0
[بؤرة كلمة البير بير و الماجل ماجل هه المصدر معجم لسان العرب],0
